Level	Date and Time	Source	Event ID	Task Category
Information	9/25/2020 4:59:02 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070277
Session ID: 2
Source Network Address: LOCAL"
Information	9/25/2020 4:58:31 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070277
Session ID: 2"
Information	9/25/2020 4:58:31 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070277
Session ID: 2"
Information	9/25/2020 4:58:30 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	24	None	"Remote Desktop Services: Session has been disconnected:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/25/2020 4:58:30 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	40	None	Session 2 has been disconnected, reason code 11
Information	9/25/2020 4:58:29 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	40	None	Session 1 has been disconnected, reason code 11
Information	9/25/2020 4:58:29 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	39	None	Session 1 has been disconnected by session 1
Information	9/25/2020 9:02:36 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/25/2020 9:02:35 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/25/2020 9:02:30 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/25/2020 9:02:30 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/25/2020 9:01:51 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/25/2020 8:13:34 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/25/2020 8:13:33 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/25/2020 7:59:08 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/25/2020 7:59:08 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/25/2020 7:59:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/25/2020 7:59:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/25/2020 7:58:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/24/2020 5:42:06 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/24/2020 5:41:31 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Error	9/24/2020 5:40:12 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	17	None	Remote Desktop Service start failed. The relevant status code was 0x8007045B.
Information	9/24/2020 5:39:54 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/24/2020 5:39:53 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/24/2020 8:00:09 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/24/2020 8:00:09 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/24/2020 8:00:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/24/2020 8:00:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/24/2020 7:58:59 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/23/2020 6:21:10 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/23/2020 6:21:09 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/23/2020 4:23:13 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/23/2020 4:23:12 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/23/2020 4:23:11 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/23/2020 4:23:11 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/23/2020 4:22:34 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/23/2020 4:21:08 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/23/2020 4:21:08 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/23/2020 4:12:26 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/23/2020 4:12:25 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/23/2020 4:12:20 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/23/2020 4:12:20 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/23/2020 4:11:51 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 3:29:51 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 3:29:51 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 3:20:40 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 3:20:40 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 3:20:36 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 3:20:36 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 3:17:38 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 2:29:34 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 2:29:34 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 2:21:57 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 2:21:56 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 2:21:52 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 2:21:52 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 2:20:33 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 2:15:41 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 2:15:40 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 2:10:15 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 2:10:14 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 2:10:13 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 2:10:13 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 2:09:25 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 1:55:57 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 1:55:55 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:55:07 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\WZSOA
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 1:55:07 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\WZSOA
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 1:55:02 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:55:02 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:53:43 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 1:51:16 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:51:10 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 1:25:52 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\WZSOA
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 1:25:51 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\WZSOA
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 1:25:49 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:25:49 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:25:11 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 1:19:39 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 1:19:29 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 9:55:14 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\WZSOA
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 9:55:14 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\WZSOA
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 9:55:11 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 9:55:11 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\WZSOA
Session ID: 1"
Information	9/22/2020 9:54:45 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 8:38:20 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 8:38:20 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 8:35:22 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 8:35:22 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 8:35:19 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 8:35:19 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 8:33:54 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/22/2020 8:32:16 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/22/2020 8:32:14 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 8:02:45 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 8:02:44 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/22/2020 8:02:39 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 8:02:39 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/22/2020 8:02:06 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/21/2020 4:29:22 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/21/2020 4:29:21 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/21/2020 3:31:44 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/21/2020 3:31:43 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/21/2020 3:31:41 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/21/2020 3:31:41 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/21/2020 3:30:41 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/21/2020 3:01:52 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/21/2020 3:01:51 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/21/2020 11:25:59 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/21/2020 11:25:58 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\Z20070286
Session ID: 1
Source Network Address: LOCAL"
Information	9/21/2020 11:25:40 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/21/2020 11:25:40 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\Z20070286
Session ID: 1"
Information	9/21/2020 11:18:39 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/19/2020 3:22:59 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/18/2020 2:34:44 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/18/2020 2:33:01 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/18/2020 2:32:25 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/18/2020 2:26:23 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/18/2020 2:26:22 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: WZSCN\wzsoa
Session ID: 1"
Information	9/18/2020 2:22:45 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: WZSCN\wzsoa
Session ID: 1
Source Network Address: LOCAL"
Information	9/18/2020 2:22:45 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: WZSCN\wzsoa
Session ID: 1
Source Network Address: LOCAL"
Information	9/18/2020 2:22:16 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: WZSCN\wzsoa
Session ID: 1"
Information	9/18/2020 2:22:16 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: WZSCN\wzsoa
Session ID: 1"
Information	9/18/2020 1:19:30 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/18/2020 1:18:06 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/18/2020 1:18:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/18/2020 1:14:22 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information	9/18/2020 1:14:22 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information	9/18/2020 1:14:21 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/18/2020 1:14:21 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/18/2020 1:11:40 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/18/2020 1:07:04 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/18/2020 1:06:03 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/18/2020 10:26:47 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/18/2020 10:26:47 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/18/2020 9:09:41 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information	9/18/2020 9:09:41 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information	9/18/2020 9:09:40 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/18/2020 9:09:40 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/18/2020 8:00:51 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/17/2020 8:14:28 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/17/2020 8:14:27 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/17/2020 7:59:36 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information	9/17/2020 7:59:36 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: LOCAL"
Information	9/17/2020 7:59:35 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/17/2020 7:59:35 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/17/2020 7:53:24 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	32	None	Plugin RDSAppXPlugin has been successfully initialized
Information	9/17/2020 7:45:21 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	54	None	Local multi-user session manager received system shutdown message
Information	9/17/2020 7:45:20 PM	Microsoft-Windows-TerminalServices-LocalSessionManager	23	None	"Remote Desktop Services: Session logoff succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/17/2020 4:56:25 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	22	None	"Remote Desktop Services: Shell start notification received:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: 本機"
Information	9/17/2020 4:56:25 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	21	None	"Remote Desktop Services: Session logon succeeded:

User: ZHS-20200917NXN\Administrator
Session ID: 1
Source Network Address: 本機"
Information	9/17/2020 4:56:07 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	42	None	"End session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/17/2020 4:56:07 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	41	None	"Begin session arbitration:

User: ZHS-20200917NXN\Administrator
Session ID: 1"
Information	9/17/2020 4:48:29 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:48:17 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:21 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:12 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:12 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:12 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
Information	9/17/2020 4:47:05 AM	Microsoft-Windows-TerminalServices-LocalSessionManager	34	None	Remote Desktop Services is not accepting logons because setup is running.
